,essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
12776,21369,8," Laughter is the key I think that being happy is a big part in life because, being happy feels so good. If I was in a relation ship that was not happy I would not like it at all. In a happy relationship comes laughter,the first thing I do wen I meet someone I always smiling and telling jokes because if I tell jokes and they are laughing they know that I am a happy person. If you meet any person weather it is a grown up to a friend to a person you want to go out with they will always enjoy laughter. Lets just say me and my girlfriend when I first saw her she was sitting in a desk in my history class crying and I asked if she is okay and she told me her story after she told me her story I told her how it feel and then I told her a joke and she laughed.After she got done laughing she ask me for my phone number and then that night we started dating. I asked her what she likes about me and she said the way I make her laugh.  I always love to make my family and friends laugh because if they smile it makes me smile. I use laughter as a way to make people feel better about themselves and my self. If the world can learn to laugh and be happy it would be a better place because I rather laugh and be happy then be mad or sad about something. when I was growing up I was by myself all the time so i had to learn how to keep myself happy so I would think about funny stuff I have seen or said in the past and try to make a story about it and it worked.When I got older i started doing stand up comedy. It made me feel so good seeing all the people laugh. then after the show seeing all the people walk out with big smiles on there faces it was a night I will never forget that night.If i had to pick what I wold want to do for fun I wold be a comedian.Thank you for reading this and have a nice day",15.0,14.0,,29.0,,,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,
12683,21249,8," It was the first day of the ninth grade, that terrifying day when one must choose how they are to be percieved for the next four years. I walked into my first class looking like a hippie on steroids, just over six feet tall and nearly two hundred and sixty pounds of long haired, freckled teenager. I was a giant, and that made it difficult for bullies to muster up the machismo to treat me as the freshman that I was. I sat down in my designated seat, next to one of the girls I could tell thought too highly of herself. Despite this off putting first impression, I atteampted friendship. My atteampt was met with confusion and disgust.  As I turned to face the front of the class once more, there stood the teacher. @PERSON1 announced that our first assignment was to create a presentation, one that would show the rest of the class who we are. I was excited at the prospect of a presentation. I have always been a showman, and the limelight is a very dear friend. I love to act, sing, and in general entertain. My crown jewel however, is humor. I have found that I can captivate an audience no matter the number, with humor. With this I designed a presentation to entrap and engage my class in the reality of who, and what I am. I wrote a speech in which I explained my talents and the many things I enjoy. In this speech were many twists and turns of phrase, punchlines and puns. There was such laughter that other teachers came to see what was causing the noise.  I took a bow and sat in my seat, looking around at the shining faces of my new friends. I knew then and there that laughter would be the tool with which i would build my highschool life. I could make someone forget about their troubles for a spell, or brighten someones day with a few words. I wasn't a star athlete. I wasn't even a star pupil. But I seemed to collect friends like I was made of fly paper. There is no better feeling i have yet felt, that compares to the company of friends. As long as i have humor, I shall never be without that feeling.",22.0,20.0,,42.0,,,,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,,,,,,
12352,20838,8,"Iv always loved laughter in my life, I don't know how I could live with out it. This is how it all started out. One day, I was not having a good day. Nothing could have made me laugh. Friends would tell my jokes, they would make funny faces. That just did'nt make me laugh one bit. There was just that one thing they have'nt tried that made me laugh, until my sister completed that one thing. I would never forget this day when my sister and I had a water balloon fight. On a hot @DATE1 day my sister and I would always play water balloon fights, this one time she through one water balloon and it hit my face. I also through one water balloon and guess what happen it hit her face. We just could not stop laughing, we were just breathless from all that laugher. My sister desided to tell me that story when I was not having a good day, even when people tried to make it better by making me laugh. The one thing no one said was that one time during the @DATE1. Until my sister reminded me of it and told me that story. I just start laughing from that day on. Then my sister took me outside, she had all the water balloons ready, we start throughing them at eachother . That day when i was not good day turned out to be the best day of my life. Thats a day I would never forget from laughter. Thats why I love laughter in my life, it just makes my not good days turn to the best day of my life.",15.0,12.0,,27.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,
12576,21115,8," There are many reasons why laughter is an important part of any relationship. In my opinion you can no be serious about everything. Laughing is a way of lettting yourself go and relieve stress. Laughter also helps lighten the mood and make people more comfortable around each other. Laughter can help in many more ways then that.  Being serious about everything is not always a good thing. You need to have fun in your life to keep you happy. Being around people that make you laugh is always a good way to put yourself into a good mood. Laughing is a good way to take the pressure off and not be ebarressed. Being able to have a realtionship with people where you can laugh at things when they are funny is always needed. For me i know that being around people who cant laugh things off i always feel like i need to watch what i say. Laughing is one of the best way to just relax. Laughter also helps lighten the mood and make people more comfortable around each other. If i do not feel like i can joke around and laugh with the people that i am with i usually do not feel like i can be myself. Altough if you are not comfortable with the people that you are with to start with then it might be harder for you to joke around with them. Eventually if you let yourself go and laugh you will feel closer to them. Being happy and laughing with people makes a really strong connection between people. Making things into a joke is a way alot of people keep their selfs from getting embarssed. Usually if you do something that other people think is funny and you dont, then if people laugh you might feel uncomfotable. But if you start to laugh with them it takes the pressure off you and they are not longer laughing at you but now with you.  In conclusion there are many things that laughing can do for you. It makes it so you dont have to be serious about everything, it takes the pressure off and relieves stress. Laughing is one of the best things that people can do together to make a connection. No matter what laughing can always put someone in a better mood.",17.0,15.0,,32.0,,,,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,
12523,21053,8,"I live in a life full of laughter, I can not think of a day that I have not laughed. Even when I went threw the hardest days of my life a little @DATE1, there was still someone to make me or a reason to laugh. I think laughing is the best medicine for a person. If you are someone that can go a day without laughing, I'd love to meet you and make that change! There are a few particular times I can remember that we're just full of laughter, most involving family and friends. The first one that I can remember was when my parents showed me a picture of when I was a little girl, there are many laughing episodes when it come to me as a little kid. The picture they showed me was when it was @DATE2 time and I had no shirt, just shorts on. I was sitting on a sled, facing uphill, with the sun just shining. I can not explain how hard my family and I laughed together just from looking at one picture. Another laughing moment I can remember was not when it happened but when I look back now all I can think to myself is, wow. I was about six @DATE1 old at my best friends house who owned eight lamas, who got to get tied up in the yard everyday. The one I always got to walk was named, @CAPS1. @CAPS1 was sweet, @CAPS2 I though, until one @DATE2 day she decided to drag me across a highway. While I was getting drug across a highway that was usually busy, all I could here was people yelling ""let go of her lead!"" @CAPS2 me being six I thought if I let go that the lama would get hit by a car or never come back. I regretted not letting go once an adult got to me because I was all scraped up and blistered from being drug across the pavement. That is a time in my life I will always look back and laugh, but never forget. The last one, my favorite times in life. This would be pretty much anytime I am with my boyfriend. Favorite time was our trip to the beach for the first time. We had never been there together but, it was amazing! We attempted to ride bikes on the sand, failed, and just laughed about it. Then we decided to just walk around all the beach stores and see if we could find something we might have wanted to buy. Later that day we just went to the beach, walked and felt amazing. The funny part of this trip was when we we're trying to take pictures of each other jumping in the air with the ocean behind us. People were looking at us like we were crazy but, we didn't care because we were having fun and laughing almost the whole time! I think that laughing is a very important part of everyday life, to everyone. If you don't laugh at least once in day then something is wrong. I love looking back at pictures from when I was little, having memories with best friends and their animals, as @CAPS2 as taking trips and just being with my boyfriend. Laughing has helped me a lot in life because it brings me up when I am feeling down.",13.0,20.0,30.0,30.0,,,,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
12801,21404,8," Laughter is one of the best things people can learn to do. Laughter is one of the many things I enjoy doing. I love how everyone has their own distinctive laugh, some are loud and some are quiet almost like a giggle. Not only do I enjoy it but I love that is helps me relieve stress, which is a major part of relationships. My boyfriend and I met about three years ago. Today we have been going out for a year and three months. We met whenI was mowing my yard, and my neighbor @LOCATION1 brought him over to introduce us to each other. I mean she couldn't have brought him over at a worse time; I was hot and sweaty because it was eighty degrees out side, I had no make-up on, and I smelled like fresh cut grass what a great first impression huh? ""@CAPS1 @CAPS2 this is @PERSON1"" she said with a smile. ""@CAPS3 timing @CAPS4"" I replied with a tone of anger in my voice. ""sorry"" she said, ""but he said he wanted to meet you , and he wouldn't shut up about it."" I looked over at him and noticed that he blushed a little and I laughed. From then on I knew that @PERSON1 and I were going to have something great together. Till this day our relationship is stronger than ever, and it's because we can make each other laugh. Now don't get me wrong, trust, honesty, communication, listening, are all still a big part and those are important too, but I think that having humor and being able to laugh in a relationship is one of the key things to a healthy and long lasting relationship. My boyfriend and I have great sense of humor, and we defiantly like to use it in our relationship. I could have the worst day of my life;and when I talk to him on the phone I know my day is going to change from horrible to fantastic. Just because I know that within the first few minutes of talking to him and hearing his voice, he's going to say something funny and I can't help but to laugh. I honestly believe you need a good sense of humor in your relationship if you want it to last. When you don't have laughter in your relationship, it tends to get very dull and boring. You can't be serious twenty-four seven, that's way too stressful. Since laughter helps relieve stress, you will defiantly need it during your relationship so it doesn't get stressful and turn into nothing but a bunch of fighting and arguing. So in conclusion, I know your thoughts about what I just talked about might not be the same, but I hope after reading this you will be more willing to consider my opinions on the subject of laughter in a relationship, based on being able to enjoy and know what laughter is, and also how great of a thing it is. How it relieves stress, if you have a bunch of stress in your relationship try cracking a couple jokes you will be amazed at what a little bit of laughing can do. Especially if you want to keep your relationship with your significant other happy, fun, and not only that but also full of life. Laughter is bliss",17.0,20.0,,37.0,,,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,
12827,21436,8," We all know the benefits of laughter. Many people believe that laughter is an important part of any relationship. Is there anything more to laughter? Can one person be happy without laughing? I have never gone a day without laughing. I know the benefits of laughter. Do you? I know the benefits of laughter. Its truly amazing how something so simple can bring people together, make friends and fix relationships, or make someones day a little better if they are having a rough time. There was a time in ninth grade when my best friend and I got into an argument because I didn't ask him to be on our basketball team for a tournament that happened once a year. After talking it out, and my best friend cracking a few jokes, it had fixed everything. My point is that laughing can release tension, not make everything so serious. Laughing can help you make friends too. Around the world, simple laughter can bring two or more people together. What about enemies? Laughter could possibly show you something you like in that person your not too fond of. Laughter happens to be great for health too, and its a proven fact. What happens when you are really stressed about a test you had recently taken or something different? There are a lot of ways to handle stress, but a really good technique is simply laughter. Try going onto the internet to find something funny that will make you laugh, go hangout with a friend or group of friends, or go and find something else that might have you laugh a little. A famous @CAPS1 @CAPS2 @CAPS3 always gets nervous before one of his shows, and it just so happens that laughter is something he uses to shake off his butterflies. Its quite amazing how laughter can help you in many situations.  Do you ever find yourself feeling down or stressed? Have you had a good laugh recently? Laughing will probably help. If you are having trouble bonding with a friend or simply having a bad day laughter will be a great cure. Laughter is great for your health, and laughter has helped me in my life so far. and whether you realize it or not laughter helps you to. Your laughter can help others too! Next time you feel down or need something to lift your spirits have some fun with friends or do something you enjoy that might give you a good laugh.",18.0,19.0,,37.0,,,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,,,,
12810,21414,8," Can you imagine life without laughter? Life would be so serious, and relationships would be so boring. That favorite comedy? Not funny. America's @CAPS1 @CAPS2 @CAPS3's, how can you not laugh! Laughter is a way to express emotions in a positive manor. What is it that relationships are built off of? Honesty, trust, understanding, and humor. Do you really want to be around someone @CAPS4 is boring? Because I don't. I believe strong friendships and relationships need laughter in them to keep them interesting. Many of my relationships have begun from a joke, laughter, or me being clumsy. I remember being in a class where I knew no one, and this is a very awkward situation to be in. I sat in the back of the class, with one other person, her name was @PERSON1. It started off quite and no on saying anything, so I decided to tell an extremely cheesy joke. As soon as I told it, there was a silence afterward, where we just stared at each other. Seconds later we busted out in laughter, you know the kind of uncontrollable laugh, where you cannot breath, and your tear ducts are overwhelmed to the point where tears slide down your cheeks? When this happened there is a sudden bond, a spark of friendship between the two of us. From that point we were inseparable. For the rest of the school year, we were partners on every project, multitasking our way through them. Half the time we would be making up funny scenarios, and laughing until we cried. The other half we would have make a fantastic project using the inspiration of each other to get the work done. I am an all around ""laughter enthusiast!"" I can make the smallest things funny, its a quality I enjoy very much @CAPS4 knew a silly joke could go so far? Laughter cannot be the only element to a developed relationship, you need trust, honesty and various qualities to keep a healthy relationship. My point is, how can you maintain a friendship with someone @CAPS4 you can laugh with, or be yourself with? It is human nature to laugh, you can't always be serious. I don't think that I could go a day without laughing. Laughing can be the antidote for a frown. Moral of the story, laugh!",21.0,20.0,,41.0,,,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,
12857,21473,8,"  When we all get together on my dad side, we just all sit, laugh, and talk loud. I all ways say that we are one big fake @CAPS1 family. All the aunts, uncles, and cousin come around my grandma's small kitchen table and talk. There is so many conversation going on and people talking loud and laughing, that to me it make feel like a home away from home. This was the case when some of us got together for a late birthday party for me, when I was in @LOCATION1 @DATE2.   It was @DATE1, my grandma, uncle, aunt, dad, my two cousin, and I; were sitting around the kitchen table eating cake and talking. We were talking about a problem that I was having. Some how my dad deiced to pretend like we were in court. My aunt said to @PERSON2 to go and get a wig for the judge, which was my uncle. @PERSON2 brought back this blond wig and she puts it on my dad's head, he looked so funny. Aunt @PERSON3 was fixing the front of the wig for him. I grab his phone and start taking a bunch of pictures of him in the wig. I send one to my mom saying, ""@CAPS2 mom dad is pretty."" We were all laughing so hard. Then my grandma deices to put on the wig. Grandma keep saying that it was itchy and tickling her. After she took off the wig, she stared to tell us a story about the time when my grandpa pocked her in the left side of her rump with a compass. She first set up the story for us, by telling us who the teacher was. It was a funny @DATE2 name that I don't remember. Uncle @CAPS3 was doing an impression of what he thought the teacher would be like. His impression was like the old bank owner on @PERSON1. We all stared to laugh really hard. When my grandma finally got to the main part of the story, he was so mad at her, because she wrote his name down for talking in class and he also liked her. So he took a compass and poked her in the rump. For some reason my dad and uncle thought it was so funny that they made her say it over and over again in a rime. She couldn't say rump with out laughing. We all stared to laugh really hard because she couldn't say rump. Grandma was laughing so hard she would fall back into her chair and I though she was going to die of over laughter. The laughing got so bad we were starting to cry of laughing so much.  As you can see, my dad side really like to laugh and be funny.We are a great big fake @CAPS1 family. I believe that laughter is a very important part in any relationship you have with any one you meet. One of my favorite things to do is laugh and I will most likely laugh at anything some one says. When my dad and his younger brother get together prepare to laugh really, really hard.",17.0,22.0,,39.0,,,,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,,,,,,
12258,20719,8," ""LAUGHTER""  @CAPS1 I hang out with my friends, the one thing we do best is laugh sometimes for no reason. The thing we tend to laugh about is running into trash cans, laundry or maybe even about what we ate for dinner the @TIME1 before. @CAPS1 I am usual stressed out the one thing I love is to hangout with my friends. they usual are good listeners. overall. Though they take your mind off things. So with my friends you can count on having a great time no matter what the occasion is.    @CAPS1 I say trash can I really mean trash cans I remember this one time in the hall way at school my friend was hanging on to my back pack because she tends to loose me in the hall way a lot because I walk a lot faster then her, anyways the class bell had just rouge an all the student were heading to lunch we were. I was just getting ready to cross the hall way an she said don't do it, so I did an nobody stopped! so she kinda slide into a trash can that was hanging on the wall in the hall way, she @MONTH1 have knocked it off but I can't really say? I was still walking an the sound effects were so funny I laugh at it still.       My friend an I have a inside joke? we went out to lunch together. @CAPS1 we saw a laundry mate an I minds went crazy, we made up a funny joke an said that we should make our self's aprons with lots color and rhinestones, so that way if we wanted to get all of our laundry done at the same time. We would take off our clothes there an put on our so called aprons. An do our laundry like it was nothing. @CAPS1 our laundry was done we said that we could pick out a new outfit because all of r close would be clean. yes we are weird but that is what makes us laugh more then anything is being silly an making up story just like that one.  Now about the food its sort of like the laundry but I guess better? I remember @CAPS1 i came to school the next day i just started talking about what i had for dinner @TIME1 i think at that time my mom had asked us if we wanted chicken @PERSON1 an my sister as i screamed an said hell yeah? so dinner was ready an @CAPS1 we went to go site at the table we looked at it an it was not what we expected it to be? it was frozen out of a box an it looked like somebody had eaten the food than puked it back up? it was that great looking.    All of these thing that have named or talked about is how my life is almost everyday @CAPS1 there not drama i love my friend I don't think I could have asked for a better one because all we do is laugh an have fun an fun in to trash can locker an whatever else there is but the one thing that matter the most with my one friend is that @CAPS1 we get in to a fight we can not stay mad at each other well I now that I can't. So at the end of the day I ask her are we done being made at each other? an than we just look at each other an laugh because that about all we can do because the reason was so stupid there was really no need for it.that is what a friend is to me having fun not worrying about what is around us. but just to have fun an be silly. not anybody else but are self's an sometime @CAPS1 we have are really goofy days? we make up the story about our laundry. talking about my life with my friends is nothing better than to laugh because deep down inside you an your friend will look back an say wow those where the best day was @CAPS1-would would get in trouble in class for talking way to much.    ",12.0,20.0,30.0,30.0,,,,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
12877,21501,8,"   Laughter ""Laughter is the shortest distance between two people.""-unknown. This quote has a lot of meaning to a lot of of people. I am one of those people that believes that this quote has a ton of truth and meaning. The best true story that I could tell you that involves me and laughter is about my dad and I.   When I was little and still living with my dad, my mom fought with my dad all the time and neither one of them where ever happy. My dad and mom both had good jobs but they never had money to do anything because my mom loved spending money and got them both into dept. My dad had to sell stuff of his all the time to help pay off all the dept. My parents got divorced wich was a good thing for us all. I got to hang out with my dad and I found out how much fun he is and how funny he can be. My dad and I started going hunting and all sorts of stuff like that. I found that my mom is even worse when she is happy because she gets vary hyper and loud, or you could just say annoying. She gets me to laugh every once and a while but its always at her rather than with her.  I love being with my dad because I always have fun and learn something that will be vary helpful to me.  I think that laughter is important to have in any kind of friendship. If you pay attention to how you are around the people you like the most you will see that most of what you do is make each other laugh.    ",13.0,15.0,,28.0,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,
12959,21607,8," LAUGHTER @CAPS1 knows that laughter is a healing medicine. It has the power to ease a lot of aches and pains, such as the hole in someone's heart after a breakup or the suffering of someone unable to provide for their family. However, the kind of aches laughter eased in my life was the pain from the loss of a dear friend and teacher. Recently, one of the best teachers I've gotten the chance to know passed away. He was trying to get into the @ORGANIZATION1 to set up his lesson plans for the @TIME1, when the fatal incident happened. <@NUM1</@CAPS2> had a doctor's appointment that day and had gotten a substitute to take his place. It was six o'clock in the @TIME1 and still dark out as @PERSON2 tried to open the doors of the @ORGANIZATION1. Before he knew it, he was down on the ground waiting for someone to come help. Eventually, @PERSON1, the janitor, came out, spotted him and quickly called @NUM2. The ambulance hustled to come pick him up and rushed him to the hospital for emergency care. As soon as they got there, they found out he had had a heart attack. He'd had a couple minor ones before this one. However, this heart attack was big. It took his life and they weren't able to revive him. @PERSON2 was pronounced dead on the day of @DATE1.  Our principle called for an emergency assembly when we all had arrived at @ORGANIZATION1 that @TIME1. We had known something was wrong, considering the strange looks on all of our teachers' faces. All the students gathered together in the small gym of our @ORGANIZATION1 @ORGANIZATION1. The air was filled with anticipation as we waited for something to happen. After a bit, a man we all knew walked out in front of us with a microphone in his hand. With slumped shoulders and a grim face, @PERSON3, our principle, told us of the tragic news. My mouth fell open and I gasped. I could hear people adjusting in their seats and murmuring among themselves as they struggled to take in the devastating news. Looking around, I saw the same shocked expressions on @CAPS1 of my classmates' faces. I didn't know what to do. I wanted to cry, but I couldn't just yet. @PERSON3 explained the situation further as we intently listened to the sickening words coming out of his mouth. I was in shock. I didn't believe that @PERSON2 was gone.  After our principle was finished speaking, we were ushered out of the gym by melancholy teachers and told to report to our first period class. As I made my way to my locker, I heard sobbing, but it was mostly silent. I quickly grabbed the folder for my first class and closed the locker, wanting to get out of the hallway and into a more private area. Walking into the classroom, I sat at my desk. People in my class filed in through the door and took their seats as well. Our teacher for that class didn't talk to us, so we presumed we weren't doing anything. Sitting there in silence and feeling helpless I put my head down on my desk and started to cry. It really happened, I thought to myself. The reality of the @TIME1 was setting in.  By the end of first period, the sleeve of my sweatshirt was drenched in tears and mascara. Nobody had really said anything, but that was okay. Seeing that I had been crying, people stopped to hug me as I sluggishly walked down the hallway to my second period class. I expected my next class to be a lot like the first, but it wasn't. In place of the cold silence, was the soft sound of music. Instead of crying by themselves, people were being comforted by friends. Students were making cards for @PERSON2's family. We were all reminiscing the good times we had with @PERSON2. We retold the stories he told us of his life in the classes he taught. We remembered the funny crack he would get in his voice when he raised it in even the slightest way. We laughed when we remembered how he couldn't hang up anything straight and that the evidence was on his classroom walls. For the first time in that already long day, we felt alright. We felt as if we could celebrate his life, not mourn it.  The rest of the day was alright. Not because we lost a great teacher, but because we could love and appreciate a great teacher. Laughter eased the pain and sorrow of that dreadful day. We could remember and laugh about the good times we had in the classroom with him throughout our @CAPS3. @ORGANIZATION1 and @ORGANIZATION1 years. We could remember the man @PERSON2 was through the small tickle in our bellies. Laughter brought us together in a time of need.",25.0,23.0,,48.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,,
12387,20884,8," Laughter brings the world together in a way that cannot be put into words. When two people laugh together over the same thing, a special bond is made that is like no other. There is no way to describe the connection and how it can build a relationship. Every person on this @LOCATION2 will hopefully experience the bond that laughter brings. Last @DATE2, I was a member of a select lacrosse team and I didn't know any of the girls there. The team had five practices before the tournament and by the third practice, I still hadn't talked to many girls there. I was too shy to talk to these girls who all seemed to have a friend with them on the team. At the fourth practice, we were all stretching in a circle and I made a comment to one of the girls and she laughed. We began talking and throughout the rest of that practice, we talked and became friends. By making her laugh I had made a friend on the team and was even more excited for the upcoming tournament. The final practice was cut short so that the team could create tie-dye t-shirts to wear at the tournament. I sat down with @PERSON2, the girl I had become friends with at the previous practice, and her friend @PERSON1 came over to sit with us on the concrete. We all began talking and laughing with each other. Our shirts were tied with rubber bands and we were ready to put the dye onto them. We were laughing and making a mess of the multiple colors, having a good time and enjoying the warm night. As we finished our shirts and put the sopping wet clothing into plastic bags, we walked to the parking lot and said our goodbyes. I now had two friends on the team and could not wait to leave for the tournament that @DATE1. On a @DATE1 @TIME1, I woke up at @NUM1 am to meet the team at a park in @LOCATION1, OR. We were all meeting there to load our things into the three large white vans and to drive up as a team. I crawled into the van wearing my tie-dye t-shirt to see some of the girls looking tired and also sporting the tie-dyed shirts. @PERSON1 and @PERSON2 were in the back with another girl in between them so I sat in the row ahead of them. Some more girls from the team crammed into the van and we were on our way. During the @NUM2 @NUM3 hour car ride we slept, laughed and told stories. After being stuck in the car together for so long, we all bonded with each other over laughter and story telling. We each came from different cities, schools and backgrounds which made for a very entertaining car ride.  At the tournament, @PERSON1, @PERSON2 and I all stuck together. We walked around the fields, ate meals and laughed together almost the whole time. The only time we were apart was when roomates were assigned and we were not put in a room together. We all worked together as a team towards a common goal, winning games and making it to the championship. All of the girls on that team bonded in some way and even now, most of us are still in contact with each other.  Laughter is what brought @PERSON2 and me together and the rest of the team followed. The entire team bonded over laughter and we all became more comfortable with each other through laughing and having a good time. Putting @NUM4 girls together from entirely different cities could have been a major disaster, but we connected with each other by making other laugh, making it a positive experience for all involved. Laughter truly is the shortest distance between two people. Connecting with another human through laughter is an experience that everyone should have, it is so unique and powerful that friendships built on laughter can last a lifetime. Laughter makes the world a little better, a little brighter, and united together as one.",20.0,23.0,,43.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,,,,,
12531,21061,8," It was my thirteenth birthday. I woke up on a sunny day which was odd for @ORGANIZATION1 because it was late @DATE1. I got up with excitement. I ran to the kitchen where my parents were. My dad asked me if I wanted to go to work with him and i said yes. My dad is a roofer so i couldn't go on top of the houses because i was to young. I had to stay on the bottom and pick up trash that they would throw. I was doing that for a while, then i got my soccer ball out of my dads truck and i started running around kicking the ball. As i was running i noticed this slippery spot. I had in mind not to go there but i forgot and i stepped on the slippery spot. i fell but while i was falling some how i kicked the soccer ball and it hit the wall and it came back to hit me in the face. My dad and uncles were laughing their lungs out while i was turning red and embarrassed. They were telling me how funny it would be if it was slow motion.i was so embarrassed i put the ball back in my dads truck and i went back to work. The sun was coming down, and we were heading home. we arrived at my house and i walk towards the house door and i opened it and i hear ""@CAPS1!"" @CAPS2, i looked around and my friends and family were there. the reason my dad took me to work was because my mom was going to throw me a @CAPS1 party.i go and say hi to my family and friends. Then i went to go take a shower, iwas in the shower putting soap when all of a sudden the lights go out. I got scared and screamedas loud as i could. I ran out of the bathroom. Went to the the living room and the lights turn back on. My family and friends looked at me and started to laugh. In my head im thinking why are they laughing at me? I looked down and im naked. Everybody was laughing and enjoying the moment, while i was turning pitch red and about to cry. I ran to my room, i put some clothes on. I went back to the living room and i enjoyed my party.",15.0,15.0,,30.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,,,,,
